id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts42075,Intersection,SHOW,"Naz who is a paediatrician loses her baby during pregnancy. Even though her husband wants another baby, she refuses to go through the same thing all over again. She goes to Italy for a conference and meets Ali Nejat there.",2016,TV-MA,97,['drama'],['TR'],2.0,tt5303668,6.7,1152.0,10.782,5.4
ts43272,Terrace House: Boys & Girls in the City,SHOW,Six men and women start off as strangers and live together under one roof. All that is provided is a beautiful house and a car. There is no script.,2015,TV-14,29,"['reality', 'drama']",['JP'],1.0,tt4790546,8.1,1624.0,4.264,8.0
tm300713,High & Low The Movie,MOVIE,"S.W.O.R.D. Chiku is a devastated and dangerous town with 5 gangs - Sannoh Rengokai, White Rascals, Oya Kohkoh, Rude Boys and Daruma Ikka - fighting fiercely. The name S.W.O.R.D. comprises of the first letter in each of these gangs. Before these 5 gangs, the legendary Mugen gang dominated the town. Mugen and the Amamiya Brothers (who did not submit to Mugen) clashed and Mugen disbanded, but ...",2016,,129,['action'],['JP'],,tt5659172,6.6,563.0,4.97,6.0
ts41883,The K2,SHOW,"A patriotic bodyguard who was abandoned by his country and colleagues, a hidden daughter of leading Presidential candidate who regards love as a tool for revenge, and the First Lady contender who hides her ambition and charisma behind a kind and friendly personality.",2016,TV-14,65,"['war', 'drama', 'romance', 'thriller']",['KR'],1.0,tt8535796,7.9,5615.0,74.751,7.5
ts36630,Dinotrux,SHOW,"Half dinosaur, half construction truck, full-on fun! Watch giant Ty Rux, his little buddy Revvit and the crew come face-to-face with evil D-Structs.",2015,TV-Y7,23,"['action', 'comedy', 'family', 'animation']",['US'],5.0,tt1396212,6.8,458.0,18.042,7.1
ts41260,"Hello, My Twenties!",SHOW,"With different personalities, life goals and taste in men, five female college students become housemates in a shared residence called Belle Epoque.",2016,TV-14,63,"['comedy', 'drama', 'romance']",['KR'],2.0,tt5858892,8.3,2127.0,15.225,7.3
ts39017,Dawn of the Croods,SHOW,"The world's first family is back for more laughs as they discover sports, sleepovers and other wonders in a world of exotic creatures and adventures. This 2D animated cartoon is based on the 3D animated feature film, ""The Croods"".",2015,TV-Y7,23,"['comedy', 'family', 'animation']",['US'],4.0,tt5193172,5.8,712.0,43.241,7.7
tm229140,Anthony Jeselnik: Thoughts and Prayers,MOVIE,There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.,2015,,59,['comedy'],['US'],,,,,6.22,7.4
ts38757,Kong: King of the Apes,SHOW,"Set in 2050, Kong becomes a wanted fugitive after wrecking havoc at Alcatraz Island’s Natural History and Marine Preserve. What most humans on the hunt for the formidable animal don’t realize, though, is that Kong was framed by an evil genius who plans to terrorize the world with an army of enormous robotic dinosaurs. As the only beast strong enough to save humanity from the mechanical dinos, Kong must rely on the help of three kids who know the truth about him.",2016,TV-Y7,21,"['animation', 'scifi', 'action', 'comedy', 'family']",['US'],2.0,tt5462936,5.9,325.0,11.297,6.5
tm290444,Pandora,MOVIE,"When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster.",2016,R,136,"['drama', 'action', 'thriller']",['KR'],,tt6302160,6.6,7304.0,38.145,7.5
tm200454,Ok Kanmani,MOVIE,Adhi and Tara are in a live-in relationship but they are both unwilling to get married. How do they realize that marriage is just a natural progression of their relationship?,2015,PG,139,"['drama', 'romance']",['IN'],,tt4271820,7.5,5722.0,4.122,6.8
ts35596,Bella and the Bulldogs,SHOW,"A head cheerleader's life takes an unexpected twist when her rifle-like throwing arm takes her from the sidelines to becoming her middle school’s starting quarterback. Bella Dawson is a confident, caring and talented teenager, who suddenly finds herself fulfilling a lifelong dream but also having to navigate the world of her teammates Troy, Sawyer and Newt, without losing her two best friends, Pepper and Sophie from the cheer squad.",2015,TV-G,23,"['comedy', 'family', 'sport']",['US'],2.0,tt3596178,5.0,2114.0,11.756,7.9
ts144323,Unnatural Selection,SHOW,Three high school students decide to escape the mundane urban environment and embark on a fishing adventure.,2015,TV-MA,35,"['reality', 'documentation', 'comedy']",['US'],1.0,tt11063952,8.1,12.0,5.531,7.6
tm275800,The Lighthouse of the Orcas,MOVIE,A mother travels to Patagonia with her autistic son with the hope that a ranger and a pod of wild orcas can help him find an emotional connection.,2016,,110,"['drama', 'romance', 'european']","['AR', 'ES']",,tt4944658,6.8,3844.0,18.073,7.0
ts42218,Sin senos sí hay paraíso,SHOW,A young woman born in a mafia-controlled town seeks revenge on those who wrongfully harmed and imprisoned her family.,2016,TV-MA,47,"['action', 'drama', 'romance', 'crime']",['CO'],4.0,tt5676412,6.5,546.0,285.361,7.5
ts38512,Cooked,SHOW,"Explored through the lenses of the four natural elements – fire, water, air and earth – COOKED is an enlightening and compelling look at the evolution of what food means to us through the history of food preparation and its universal ability to connect us. Highlighting our primal human need to cook, the series urges a return to the kitchen to reclaim our lost traditions and to forge a deeper, more meaningful connection to the ingredients and cooking techniques that we use to nourish ourselves.",2016,TV-PG,53,['documentation'],['US'],1.0,tt5347906,7.6,43.0,4.669,7.5
tm233561,Shaun the Sheep: The Farmer's Llamas,MOVIE,"In The Farmer's Llamas the wily sheep bluffs his dim-witted farmer master into bidding for three llamas at a county fair. Once they show up at the farm, however, they cause such chaotic destructive mayhem that Shaun has to carefully remove them – high speed chases, careful rooftop scrambles and dangerous falls ensue.",2015,,30,"['comedy', 'animation', 'family']",['GB'],,tt5174284,6.8,1364.0,5.676,6.6
tm232950,The Devil's Mistress,MOVIE,"Salzburg, Germany, 2000. The elderly Czech actress Lída Baarová tells a journalist the tumultuous story of her rise to fame in 1930s Berlin and her passionate relationship with the sinister Joseph Goebbels, Minister of Propaganda of the Third Reich.",2016,,111,"['romance', 'drama', 'history', 'european']","['SK', 'CZ']",,tt4240406,5.8,2325.0,6.786,6.0
tm139870,Opening Night,MOVIE,A failed Broadway singer who now works as a production manager must save opening night on his new production by wrangling his eccentric cast and crew.,2016,,90,"['comedy', 'thriller', 'drama', 'action', 'crime']",['US'],,tt8215284,6.0,2610.0,11.431,5.9
tm266628,LEGO Jurassic World: The Indominus Escape,MOVIE,The scientists of Jurassic World create a captivating and terrifying new creature that loves hot dogs. But what happens when the hot dogs run out?,2016,G,24,"['family', 'animation', 'comedy']",['US'],,,,,13.027,5.7
ts41294,Mossad 101,SHOW,"Cadets from every level of Israeli society undergo intense training to join their country's elite, highly classified intelligence service, the Mossad.

The series revolves around a secret Mossad compound called 'HaMidrasha', which is surrounded by surveillance cameras and is equipped with technological devices. The compound operates a training course in which 13 trainees are sent to complicated missions in order to test their suitability for the occupation, and their improvisation, seduction and impersonation abilities. Yonna, the commander of the course, criticizes the mediocrity of Mossad's agents and demands from the new trainees a higher level of execution. He decides to create a new training program to test his trainees via unusual and radical situations, in which, apart from excellence, Yonna demands a creative ""out of the box"" thinking.",2015,TV-MA,42,"['action', 'drama']",['IL'],2.0,tt4354042,6.8,632.0,4.877,5.9
tm267429,"Surviving Compton: Dre, Suge and Michel'le",MOVIE,"Discovered at a young age, the shy, squeaky-voiced Michel'le was plucked straight from South Central, Los Angeles and catapulted into the spotlight while riding N.W.A.'s rocket ride of early success. Surrounded by industry visionaries from Eazy-E to Tupack Skaur, Michel'le quickly climbed the charts, but her musical successes were soon overshadowed by betrayal and corruption. A nearly decade-long romance with the infamous Dr. Dre pushed her into a life tarnished by alcohol, drugs and violence until her savior came in the unlikely form of Suge Knight, co-founder of Death Row Records and Dre's business partner. Friendship would turn into a courtly romance, but the union Michel'le thought they had did not end happily ever after. With children from both men and a career to protect, Michel'le's voice became silenced by Compton's biggest power players. Until now.",2016,,87,"['drama', 'documentation']",['US'],,tt8070856,6.6,645.0,3.512,6.3
ts43501,Secrets of Great British Castles,SHOW,"Historian Dan Jones explores the millennium of history behind six of Great Britain's most famous castles: Warwick, Dover, Caernarfon, the Tower of London, Carrickfergus, and Stirling.",2015,TV-PG,51,"['documentation', 'history', 'european']",['GB'],2.0,tt5181284,7.8,1031.0,2.774,7.4
ts42628,Netflix Presents: The Characters,SHOW,No rules. No expectations. A half hour to make their mark. Eight different comedians each get an episode to show their skills in comedy.,2016,TV-MA,31,['comedy'],['US'],1.0,tt5228026,5.3,835.0,3.998,5.1
ts36740,Project Mc²,SHOW,"McKeyla, Adrienne, Bryden, and Camryn are four super smart and science-skilled girls recruited to join the spy organization, NOV8.",2015,TV-G,24,['family'],['US'],6.0,tt4861760,6.1,985.0,14.028,8.0
tm233344,Kapoor & Sons,MOVIE,"Two brothers return home to visit their ailing grandfather to discover ongoing family problems, emotions get intensified when a girl causes a rift between both of them.",2016,PG-13,132,"['romance', 'comedy', 'drama', 'family']",['IN'],,tt4900716,7.7,25792.0,9.091,7.0
ts53076,El Chema,SHOW,"Inspired by true events, This is the story of the most notorious drug kingpin the world had ever seen. A man known as El Chapo, the biggest international drug lord in history. The most important and influential man, in the history of Narcos. He changed the game with his spectacular escapes and innovative smuggling techniques.",2016,TV-MA,44,"['drama', 'action', 'crime']",['US'],1.0,tt5730624,6.9,303.0,103.284,
ts53106,Tokyo Trial,SHOW,"In the wake of World War II, 11 Allied judges are tasked with weighing the fates of Japanese war criminals in a tense international trial.",2016,TV-MA,49,"['drama', 'history']","['JP', 'US']",1.0,tt6422918,7.4,1544.0,6.903,6.9
ts41253,Love O2O,SHOW,"What is it that makes a man fall in love with a woman at first sight? Appearance? Aura? Wealth? NO, when campus prince and gaming expert, student Xiao Nai first saw Bei Wei Wei, what made him fall in love was not her extraordinary beauty, but her slim and slender fingers that were flying across the keyboard and her calm and composed manner!!! Embarrassing, no? At the same time, gaming expert Bei Wei Wei, at this time and place is on the computer, methodically commanding a guild war, and won a perfect and glorious victory despite being at a disadvantage, and was completely unaware that cupid is nearby. Soon after basketball player, swimmer, all-around excellent student, and game company president, Xiao Nai, uses both tactics on and off-line to take this beauty’s heart. Therefore this romance slowly bloomed. ~~ Drama adapted from the novel by Gu Man.",2016,TV-14,45,"['drama', 'romance']",['CN'],1.0,tt6092878,8.0,2322.0,5.592,6.0
tm244915,Baaghi,MOVIE,"Ronny is a rebellious man, who falls in love with Sia but circumstances separate them. Years later, Ronny learns that Sia is abducted by a martial arts champion, Raghav.",2016,,133,"['thriller', 'action', 'romance']",['IN'],,tt4864932,5.3,8826.0,13.824,6.4
ts38717,Good Morning Call,SHOW,"A high school girl finally gets her own apartment, but she has to share it with the most popular boy in school. No one can know they're living together.",2016,TV-14,48,"['comedy', 'drama', 'romance']",['JP'],2.0,tt5520732,7.7,3088.0,12.751,7.1
tm239947,Mercy,MOVIE,"Brought together at their childhood home over their dying mother, an estranged family is thrust into a deadly fight for their own survival.",2016,,82,"['thriller', 'drama']",['US'],,tt5710042,4.1,3402.0,9.957,4.3
tm236999,Our Lovers,MOVIE,"Carlos is a man who goes to a coffee shop-library to take a cup, where Irene is reading a book. Not a reason for it, Irene close to Carlos and talks with him, starting a friendship with a little rules: no pasts, no birth names, no modern ways to contact between them (as Internet or similar), and finally not falling in love each other. Calling themselves Hada Chalada ('Crazy Fairy') and Duende Chiflado ('Mad Goblin'), both pass the days walking around the city engaged with magic, surrealist and funnies conversations about life, love and themselves, at the same time that Carlos tries to end his new script with his friend Cristóbal, and eccentric writer obsessed with Japan.",2016,,88,"['comedy', 'drama', 'romance', 'european']",['ES'],,tt4631532,6.7,4140.0,11.493,7.2
ts58068,Inside the World's Toughest Prisons,SHOW,"Crime journalist Paul Connolly goes behind the bars of some of the world’s most notorious and toughest prisons. Immersing himself in maximum security facilities around the world to live as a prisoner, he encounters the inmates locked up for their crimes and meets the men and women on the right side of law tasked with keeping the criminals behind bars.",2016,TV-MA,48,"['crime', 'documentation']",['GB'],5.0,tt8594220,7.1,2747.0,3.8,7.4
tm218186,Septembers of Shiraz,MOVIE,"In this adaptation of the critically acclaimed debut novel by Iranian American author Dalia Sofer, a secular Jewish family is caught up in the maelstrom of the 1979 Iranian Revolution.",2015,PG-13,110,"['drama', 'thriller', 'western']",['US'],,tt3661298,7.9,38.0,8.075,5.8
tm242755,Ordinary World,MOVIE,"Perry is a happily married father of two living a comfortable but sedate life in the suburbs. On the occasion of his 40th birthday, he seeks to revisit his former life as the lead singer in a popular punk band though his middle-aged reality quickly (and hilariously) clashes with the indulgences of his youth.",2016,,86,"['drama', 'family', 'comedy', 'music']",['US'],,tt6102594,5.5,3034.0,7.766,6.0
ts38805,Beat Bugs,SHOW,"Jay, Kumi, Crick, Buzz, and Walter are best friends who band together to explore and learn in an overgrown suburban backyard, which to them is their entire universe. Each episode of this animated series features songs by The Beatles performed by artists including Daniel Johns, Robbie Williams and Pink to tell uplifting and life-affirming stories filled with hope and melody.",2016,TV-Y,15,"['animation', 'family', 'fantasy', 'comedy']",['AU'],3.0,tt4716268,7.6,522.0,6.351,6.6
tm193388,Dhanak,MOVIE,Orphaned siblings Pari and Chotu embark on a journey to restore Chotu's eyesight.,2015,,106,"['drama', 'comedy']",['IN'],,tt4088770,7.9,3893.0,2.514,7.5
tm323616,The Visit,MOVIE,"Two couples living together in the same building, but with completely different lifestyles, find themselves bearing secrets and shocking revelations which sets them on course for something they never bargained for.",2015,,130,"['comedy', 'romance', 'thriller']",[],,tt15119398,,,1.048,6.0
tm242002,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,MOVIE,Comedians Jeff Foxworthy and Larry the Cable Guy bring their distinctive brand of humor to a packed crowd in Minneapolis.,2016,,74,['comedy'],['US'],,tt5571712,5.6,614.0,2.907,5.8
ts52988,Captive,SHOW,"Documentary series reconstructing history's most complex, high-stakes hostage negotiations as kidnapping victims recount their terrifying ordeals.",2016,,63,"['documentation', 'drama', 'european']",['US'],1.0,tt6246500,6.8,724.0,3.779,6.8
tm220317,Demetri Martin: Live (At The Time),MOVIE,"Demetri Martin brings his off-kilter take on acoustic guitar, hairless cats, color schemes, and the word ""nope"" to Washington in his original special.",2015,,61,"['comedy', 'documentation']",['US'],,tt4512714,7.4,2163.0,4.491,6.9
tm201365,Brothers,MOVIE,"David and Monty, estranged half-brothers, train in mixed martial arts to earn a livelihood. However, things change when the two are forced to compete against each other in the final tournament.",2015,PG-13,156,"['drama', 'action', 'sport']",['IN'],,tt3802576,6.4,12886.0,4.823,6.6
ts38761,Another Miss Oh,SHOW,Two women working in the same industry with the exact same name keep getting their lives entangled both professionally and personally.,2016,TV-MA,69,"['drama', 'fantasy', 'romance', 'comedy']",['KR'],1.0,tt5679572,7.9,1769.0,22.672,8.2
tm244638,Rebirth,MOVIE,A man's life is turned inside out after a visit from his college friend leads him into the unexpected.,2016,,101,['thriller'],['US'],,tt4902716,4.9,5156.0,6.244,4.6
tm232954,Audrie & Daisy,MOVIE,"A documentary film about three cases of rape, that includes the stories of two American high school students, Audrie Pott and Daisy Coleman. At the time of the sexual assaults, Pott was 15 and Coleman was 14 years old. After the assaults, the victims and their families were subjected to abuse and cyberbullying.",2016,,95,"['documentation', 'crime']",['US'],,tt5278460,7.2,6586.0,8.819,7.2
ts56748,T@gged,SHOW,t@gged is a modern day thriller that explores the terrifying risks of social media in a world of anonymity.,2016,TV-14,22,"['drama', 'thriller', 'reality']",['US'],3.0,tt5881326,7.3,2012.0,12.18,8.0
tm225275,Riot,MOVIE,"Copper Jack Stone purposefully orchestrates a bank robbery in order to be thrown into prison with the notorious Russian kingpin Balam. Balam is more than just a mob criminal; he's a very cunning and dangerous lord who controls the police force from behind bars. Balam lives in prison as a cover for his real power, which is King of the city. His cell is a lavish private room built specifically for him, inaccessible to most in the depths of the prison structure. Even the warden fears venturing into his area of the prison. However, even surrounded by his loyal henchmen and guards in his sectioned off fortress, Balam doesn't know Jack is coming for him to avenge his family, who Balam murdered in cold blood. Balam is tough... but Jack is tougher.",2015,,87,['action'],['US'],,tt4642044,5.1,3332.0,13.12,5.9
tm227922,Anjelah Johnson: Not Fancy,MOVIE,"Actress and comedian Anjelah Johnson showcases her hilarious impressions to riff on European Gypsies, Vietnamese manicurists, Mexican moms, and more.",2015,,63,"['comedy', 'documentation']",['US'],,tt4199110,5.7,686.0,3.318,4.8
ts43230,The Deep,SHOW,"The adventures of the Nekton family, a family of daring underwater explorers who live aboard a state-of-the-art submarine, The Aronnax, and explore uncharted areas of the earth's oceans to unravel the mysteries of the deep.",2015,TV-Y7,22,"['action', 'animation', 'family', 'scifi']",['AU'],3.0,tt4991910,8.1,645.0,11.108,8.4
ts56032,La Niña,SHOW,"A young woman who was part of the guerrilla force now seeks a better life in the city. She wants to study medicine, to heal instead of hurt, but she'll have a challenge since being part of outside-the-law groups always leaves consequences.",2016,TV-MA,45,"['action', 'drama']",['CO'],1.0,tt5677942,8.3,642.0,21.243,7.7
tm272413,Colin Quinn: The New York Story,MOVIE,"The ""SNL"" veteran performs his off-Broadway show about the history of New York and the people who shape its personality.",2016,,62,['comedy'],['US'],,tt6257714,6.8,990.0,3.746,6.3
ts55559,Ask the Storybots,SHOW,"Based on the award-winning educational apps, the StoryBots are curious little creatures who live in the world beneath our screens and go on fun adventures to help answer kids' questions, like how night happens or why we need to brush our teeth.",2016,TV-Y,26,"['animation', 'comedy', 'family']",['US'],3.0,tt5846856,8.4,870.0,13.727,8.2
tm244513,Divines,MOVIE,"In a ghetto where religion and drug trafficking rub shoulders, Dounia has a lust for power and success. Supported by Maimouna, her best friend, she decides to follow in the footsteps of Rebecca, a respected dealer. But her encounter with Djigui, a young, disturbingly sensual dancer, throws her off course.",2016,,105,"['drama', 'crime', 'european']","['QA', 'FR']",,tt4730986,7.4,9739.0,9.524,7.8
tm234136,MindGamers,MOVIE,"A group of young bio-engineers discover they can use quantum physics to transfer motor-skills between human brains.  Believing this to be a first step towards a new intellectual freedom, they freely distribute the technology. But as the mysterious past of one of their group is revealed, dark forces emerge that threaten to subvert this technology into a means of mass control.  DxM takes the mind-bender thriller to the next level with an immersive narrative and breath-taking action.",2015,,97,"['thriller', 'action', 'scifi', 'european']",['AT'],,tt3625516,3.6,1093.0,3.915,4.3
ts75324,La esclava blanca,SHOW,"In Colombia in 1821, a Spanish plantation gets burned down, and only the planters' baby is spared. She gets sent to Spain, but concocts a plan to return home and become an abolitionist.",2016,TV-MA,41,['history'],['CO'],1.0,tt5458128,8.1,575.0,25.176,7.4
tm239762,Tony Robbins: I Am Not Your Guru,MOVIE,"Granted unprecedented access, Berlinger captures renowned life and business strategist Tony Robbins behind the scenes of his mega seminar Date with Destiny, pulling back the curtain on this life-altering and controversial event, the zealous participants and the man himself.",2016,,115,['documentation'],['US'],,tt5151716,6.7,4335.0,9.812,6.6
tm132524,I Am Michael,MOVIE,The controversial true story of a gay activist who rejects his homosexuality and becomes a Christian pastor.,2015,,98,"['drama', 'romance']",['US'],,tt5116866,5.6,5495.0,8.06,5.6
tm245297,Justin Timberlake + The Tennessee Kids,MOVIE,"For Justin Timberlake it's the final two dates of his 20/20 Experience World Tour at the MGM Grand Garden Arena in Las Vegas. Surrounded by the 25 band members of The Tennessee Kids and featuring show-stopping performances from one of the highest-grossing tours of the decade, the film is a culmination of the singer’s 134 shows and 2 years on the road.",2016,,90,"['documentation', 'music']",['US'],,tt5001772,7.8,2173.0,4.71,7.6
ts54100,World of Winx,SHOW,The Winx travel all over the world searching for talent for WOW. and preventing the mysterious talent thief from kidnapping them.,2016,TV-Y7,23,"['action', 'animation', 'comedy', 'family', 'fantasy', 'european']","['US', 'IT']",2.0,tt5874596,6.6,715.0,4.724,8.1
tm224377,Heneral Luna,MOVIE,A Filipino general who believes he can turn the tide of battle in the Philippine-American war. But little does he know that he faces a greatest threat to the country's revolution against the invading Americans.,2015,R,118,"['action', 'drama', 'history', 'war']",['PH'],,tt4944352,7.4,2089.0,5.595,7.7
tm217939,Un + une,MOVIE,A successful film composer falls in love when he travels to India to work on a Bollywood retelling of Romeo and Juliet.,2015,,115,"['comedy', 'drama', 'european', 'romance']",['FR'],,tt4388506,6.2,2279.0,7.422,5.9
tm193211,Mucize,MOVIE,1960s Turkey countryside. A newly assigned teacher finds out that the solitary village is missing a school. He gets fond of the village people and especially a disabled man. The teacher helps the village to build a new school and educate the children and the disabled man.,2015,PG-13,136,"['drama', 'comedy', 'romance', 'documentation', 'european']",['TR'],,tt6876670,7.7,12395.0,7.566,7.2
ts31593,Pororo the Little Penguin,SHOW,"Pororo the Little Penguin is a computer-generated animated cartoon series created by Iconix Entertainment, SK Broadband, Ocon and EBS with the North Korean company Samchŏlli in Kaesŏng. Production began in 2002 and the program began airing in South Korea on EBS in 2003.

Internationally, the program currently airs on Australian, French, Taiwanese, Indian, Italian, Puerto Rican, Japanese, Chinese, Singaporean and Vietnamese channels. It also started airing in Norway, on Boomerang, and Cartoonito in the UK. It will air on Disney Channel Asia and CITV in 2013.

In South Korea, Pororo has become famous among preschool kids and children and has earned the nickname ""Pororo the President"" while to some teenagers, ""Pororo the God"".

The series revolves around the adventures of Pororo and his friends who live in the snowy village of Porong Porong Forest, who often encounter challenges and learn practical and moral lessons in each episode.",2016,,8,"['scifi', 'family', 'animation']",['KR'],6.0,tt13527330,6.3,88.0,5.458,5.0
tm234292,The Heirs,MOVIE,"Teenagers’ leisure at full swing: a group of friends spend their holidays at parties, having sex, boozing, and partaking in any adventure that brings them a boost of adrenaline. As they use violence for entertainment and to fulfill their authoritarian fantasies, their adventures will show the cracks and the collapse of the perfect world they live in.",2015,,71,['drama'],['MX'],,tt2903370,5.7,224.0,1.748,6.1
ts74917,72 Cutest Animals,SHOW,This series examines the nature of cuteness and how adorability helps some animal species to survive and thrive in a variety of environments.,2016,,27,['documentation'],['AU'],1.0,tt5815824,5.7,433.0,3.205,6.5
ts35463,Richie Rich,SHOW,"Richie Rich is a boy who turned vegetables into a clean energy source. As a result, Rich now has over a trillion dollars. Rich lives with his family in a mansion filled with toys, contraptions, and his best friends Darcy and Murray are always by his side, along with Irona, Richie's robot maid, his dad Cliff, who loves naps and is a bit dense, and his jealous sister Harper. Also, Darcy loves spending money and Murray doesn't want anything out of budget.",2015,TV-PG,22,['comedy'],['US'],2.0,tt4162898,3.1,1041.0,14.932,6.3
tm281182,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,MOVIE,"Hawaiian-shirt enthusiast Gabriel ""Fluffy"" Iglesias finds the laughs in racist gift baskets, Prius-driving cops and all-female taco trucks.",2016,PG-13,87,"['comedy', 'documentation']",['US'],,tt6302122,7.4,2519.0,4.242,7.2
tm242422,In the Shadow of Iris,MOVIE,"The sudden disappearance of a wealthy banker's wife cracks open a dizzying world of secret fetishes, desperate acts and elaborate deceptions.",2016,,99,"['thriller', 'drama', 'crime', 'european']",['FR'],,tt5598110,6.1,4256.0,9.415,5.9
tm245148,Jim Jefferies: Freedumb,MOVIE,"Returning for a second Netflix comedy special, Jim Jefferies unleashes his famously ferocious black humor to a packed house in Nashville, Tennessee.",2016,R,86,"['comedy', 'documentation']",['US'],,tt5849950,7.7,5393.0,6.07,7.3
tm272854,Force 2,MOVIE,"ACP Yashvardhan teams up RAW Agent KK to bring down the master mind terrorist, Shiv.",2016,PG,123,"['crime', 'action', 'thriller']",['IN'],,tt5156746,6.2,5501.0,8.386,6.5
tm350159,Couple Of Days,MOVIE,"Three couples, each in different phases of romance, head to Ibadan for a fun and frisky holiday. But secrets soon spill, causing trouble in paradise.",2016,,103,['drama'],['NG'],,tt9741588,6.4,21.0,0.919,4.0
tm224275,3000 Nights,MOVIE,"A young Palestinian schoolteacher gives birth to her son in an Israeli prison where she fights to protect him, survive and maintain hope.",2015,,103,['drama'],"['QA', 'PS', 'AE', 'FR', 'JO', 'LB']",,tt5342778,7.1,676.0,1.65,6.1
tm195764,6 Years,MOVIE,"A young couple bound by a seemingly ideal love, begins to unravel as unexpected opportunities spin them down a volatile and violent path and threaten the future they had always imagined.",2015,,84,"['romance', 'drama']",['US'],,tt3984280,5.6,12441.0,8.384,5.4
tm211478,Tamasha,MOVIE,"Ved and Tara meet accidentally meet in Corsica, France and decide to spend the next 7 days together with secretly revealing their true identity or without any promise to meet later, ever. Tara eventually falls in love with Ved and goes to find Ved after 4 years, and helps him to find his true story where he belongs.",2015,PG,139,"['drama', 'comedy', 'romance']",['IN'],,tt3148502,7.4,26790.0,7.836,6.6
tm195870,Manson Family Vacation,MOVIE,"The story of two brothers: one who’s devoted to his family, the other who’s obsessed with the Manson Family.",2015,,85,"['drama', 'comedy', 'thriller']",['US'],,tt4154218,5.8,2965.0,7.823,5.9
tm246056,Garfunkel and Oates: Trying to be Special,MOVIE,"Garkfunkel and Oates: Trying to Be Special is the first special by the musical comedy duo of Kate Micucci and Riki Lindhome. The pair filmed the special at the Neptune Theatre in Seattle, and it features songs, comedy, and a new Garfunkel and Oates music video.",2016,,62,"['comedy', 'music']",['US'],,tt5602318,7.3,899.0,3.59,7.5
ts55966,LEGO Friends: The Power of Friendship,SHOW,"Five best friends face adventures side by side in their hometown. Zany antics, love and missteps are better with friends.",2016,TV-Y,23,['animation'],['US'],2.0,tt6464612,6.5,49.0,9.137,7.7
tm240895,Strange Weather,MOVIE,"Years after her son's suicide, a woman longs to confront both the past and a friend of his who took his business idea.",2016,R,95,['drama'],['US'],,tt5205210,6.0,1499.0,12.599,6.0
tm246579,Rainbow Time,MOVIE,"Todd grew up under the strange shadow of his older mentally challenged brother Shonzi. As kids, Shonzi forced Todd to make action movies. As adults he pressures him to share love life details, even showing Shonzi a sex tape he made with an old girlfriend to help him cope when family tragedy hits. When their dad suffers a heart attack, Shonzi (now 40, and still a virgin) moves in with Todd and his new girlfriend Lindsay. Shonzi wants desperately to be included in their relationship like old times. When Shonzi’s begging become threats to reveal secrets from their past, Todd must find the courage to be honest with Lindsay, even if it means the end of their relationship.",2016,,91,"['drama', 'comedy']",['US'],,tt5167174,5.9,710.0,4.336,5.9
tm243849,Extremis,MOVIE,A purely observational non-fiction film that takes viewers into the ethically murky world of end-of-life decision making in a public hospital.,2016,,24,['documentation'],['US'],,,,,5.349,7.1
tm211461,Much Loved,MOVIE,A social drama about four marginalized prostitutes in Marrakech and their complex relations with their families and society at large.,2015,,108,"['drama', 'european']","['MA', 'FR']",,tt4685750,6.2,2722.0,7.255,6.0
ts86831,The Good Cop,SHOW,"Danny Confino is a full-time cop, during one of the police's worst times. A period in which its image is at a low ebb, they are ousted every week, harassed by commanders twice a week, budgets are cut and complaints against police are piled up in DIP offices. He returns to his parents' home in order to live there temporarily, but the temporary becomes permanent and Danny finds that life at home is superior to any crime scene.",2015,TV-MA,30,"['comedy', 'drama']",['IL'],3.0,tt6070434,7.7,370.0,5.028,7.0
tm239290,Always Be My Maybe,MOVIE,The story of Tintin and Jake as they both try recover from their respective failed relationships.,2016,,112,"['comedy', 'romance']",['PH'],,tt5341036,6.7,372.0,4.031,7.4
ts74753,Tales by Light,SHOW,"Behind every powerful image is a powerful story. Uniting exploration, photography and the natural world, Tales By Light follows photographers from Australia and around the world as they push the limits of their craft.",2015,,27,['documentation'],['AU'],3.0,tt5350276,8.3,1905.0,5.48,7.9
tm233157,The Guardian Brothers,MOVIE,"There's a crisis in the Chinese Spirit World -- humans don't believe in gods anymore! A Door God, facing unemployment, ventures into the human world to prove his worth, leading to unexpected encounters and transformations for humans and spirits alike.",2016,PG,103,"['animation', 'family', 'fantasy', 'comedy']",['CN'],,tt4788934,5.4,2100.0,16.09,5.8
tm230524,"Chatô, The King of Brazil",MOVIE,"The true story of Assis Chateaubriand, the first magnate of communications in Brazil. Due to his influence during the late 1930s up to the early 1960s, he has come to be called 'the Brazilian Citizen Kane'.",2015,,100,"['comedy', 'drama']",['BR'],,tt0337926,5.4,18.0,2.269,5.1
